title,price,location,area,bathrooms,bedrooms,price_per_sqm
Studio Room for Rent Has Separate Entrance,140.0,"Al Khuwair, Muscat•",150.0,1.0,1.0,0.9333333333333333
Studio Room for Rent Has Own Entrance,140.0,"Al Khuwair, Muscat•",200.0,1.0,1.0,0.7
furnished room in amerat including bills and wifi,70.0,"Al Amarat, Muscat•",25.0,3.0,3.0,2.8
Villa in mabeila south for rent,450.0,"Al Maabilah, Muscat•",150.0,5.0,6.0,3.0
غرفه ومطبخ وحمام الخوير خلف مجمع الياسمين 190,190.0,"Al Khuwair, Muscat•",60.0,1.0,1.0,3.1666666666666665
شقق للإيجار,220.0,"Qurum, Muscat•",70.0,1.0,1.0,3.142857142857143
محل طابقين في محطة بترول نفط عمان,300.0,"Madinat As Sultan Qaboos, Muscat•",185.0,2.0,2.0,1.6216216216216217
Room for rent,80.0,"Al Khuwair, Muscat•",30.0,1.0,1.0,2.6666666666666665
صلالة - القوف,50.0,"Salalah, Dhofar•",400.0,2.0,2.0,0.125
2 bhk flat for rent,140.0,"Ruwi, Muscat•",65.0,1.0,1.0,2.1538461538461537
2 bhk flat,140.0,"Ruwi, Muscat•",65.0,2.0,2.0,2.1538461538461537
الخوير,45.0,"Al Khuwair, Muscat•",10.0,1.0,1.0,4.5
مكتب جاهز للايجار في المعبيلة الثامنة-Office for rent,180.0,"Al Maabilah, Muscat•",105.0,2.0,2.0,1.7142857142857142
شقق للايجار في سوق السيب,200.0,"Al Seeb, Muscat•",95.0,2.0,3.0,2.1052631578947367
Bedspace,50.0,"Al Ghubrah, Muscat•",160.0,2.0,2.0,0.3125
2SHOP FOR RENT IN SANDAN/محلين للإيجار في ساندان,300.0,"Muscat - Other, Muscat•",120.0,2.0,2.0,2.5
محل للايجار shop for rent,150.0,"Al Amarat, Muscat•",30.0,2.0,2.0,5.0
Luxury One Bedroom Apartment Hawana Beach Resort,50.0,"Salalah, Dhofar•",60.0,1.0,1.0,0.8333333333333334
العذيبه,310.0,"Azaiba, Muscat•",100.0,2.0,2.0,3.1
أرض زراعية للإيجار,300.0,"Al Buraimi, Al Buraimi•",21000.0,2.0,2.0,0.014285714285714285
Fully Furnished Room with Kitchen & Bathroom,200.0,"Al Khuwair, Muscat•",100.0,1.0,1.0,2.0
room for rent عرفة للإيجار,85.0,"Al Maabilah, Muscat•",20.0,1.0,1.0,4.25
Room for rent in mabela عرفة للإيجار في المعبيلة,100.0,"Al Maabilah, Muscat•",18.0,1.0,1.0,5.555555555555555
شقة للايجار في المعبيلة السادسة  Apartment for rent in Maabilah 6th,205.0,"Al Seeb, Muscat•",77.0,1.0,2.0,2.6623376623376624
room for rent,80.0,"Ruwi, Muscat•",112.0,1.0,1.0,0.7142857142857143
Fully Furnished & Comfortable Apartments For Rent In Duqm,190.0,"Al Duqum, Al Wusta•",55.0,1.0,1.0,3.4545454545454546
شقة مفروشة للإيجار في مكان حيوي وقريب من جميع الخدمات,170.0,"Salalah, Dhofar•",100.0,2.0,2.0,1.7
Family Flat For Rent,130.0,"Sohar, Al Batinah•",400.0,2.0,2.0,0.325
2 Rooms working lady/couple,75.0,"Ruwi, Muscat•",50.0,1.0,1.0,1.5
Commercial Store for Rent,250.0,"Bosher, Muscat•",41.0,2.0,2.0,6.097560975609756
‏محافظة ظفار صلالة صحنوت الجنوبية,60.0,"Salalah, Dhofar•",300.0,5.0,5.0,0.2
السويق الخضراء,100.0,"Suwaiq, Al Batinah•",600.0,2.0,4.0,0.16666666666666666
شقة مفروشة للتأجير اليومي والشهري في نزوى,50.0,"Nizwa, Al Dakhiliya•",100.0,2.0,3.0,0.5
for executive male bachelor one person small room available for rent,80.0,"Ghala, Muscat•",30.0,1.0,1.0,2.6666666666666665
A bed space for rent,35.0,"Al Khuwair, Muscat•",30.0,1.0,1.0,1.1666666666666667
Couple Chalet for Rent on Daily Basis,75.0,"Barka, Al Batinah•",350.0,1.0,1.0,0.21428571428571427
alkhawer room attached bathroom for rent,110.0,"Al Khuwair, Muscat•",20.0,1.0,1.0,5.5
شقة للايجار في العامرات,170.0,"Al Amarat, Muscat•",82.0,2.0,2.0,2.073170731707317
"Room for rent 70 OMR ncluding water, electricity and WiFi",70.0,"Azaiba, Muscat•",50.0,1.0,1.0,1.4
Villa For Rent In Awqad ڤيلا للإيجار في عوقد,60.0,"Salalah, Dhofar•",5000.0,4.0,4.0,0.012
luxury flats and studios for rent in Al hail,240.0,"Al Hail, Muscat•",90.0,1.0,2.0,2.6666666666666665
شقة للإيجار السنوي او الشهري او اليومي,1000.0,"Salalah, Dhofar•",78.0,2.0,2.0,12.820512820512821
store for rent,600.0,"Al Seeb, Muscat•",100.0,2.0,2.0,6.0
محل تجاري للايجار في بوشر (مساحة المحل: 27.5 متر مربع),150.0,"Bosher, Muscat•",28.0,2.0,2.0,5.357142857142857
سكن عمال للايجار,400.0,"Salalah, Dhofar•",400.0,4.0,6.0,1.0
الخوض,80.0,"Al Khoud, Muscat•",20.0,1.0,1.0,4.0
محلات جديده واسعه وحوش بمساحه كبيره جدا في قلب ولايه صور,130.0,"Sur, Al Sharqiya•",40.0,2.0,2.0,3.25
المعبيله خلف انستو,220.0,"Al Maabilah, Muscat•",70.0,2.0,2.0,3.142857142857143
الموالح الشمالية خلف مركز البهجه مباشرة,120.0,"Al Hail, Muscat•",100.0,1.0,1.0,1.2
Furnished bed space available with wifi,35.0,"Al Mawaleh, Muscat•",200.0,1.0,1.0,0.175
شقة في مرتفعات الأنصب / غرفتين وصالة و ٣ حمامات,260.0,"Ansab, Muscat•",60.0,3.0,2.0,4.333333333333333
Rooms for rent in Al Khuwair,90.0,"Al Khuwair, Muscat•",25.0,1.0,1.0,3.6
غرفة للايجار في الخوير ٣٣,90.0,"Al Khuwair, Muscat•",25.0,1.0,1.0,3.6
مكتب لايجار- في مركز الجامعة للأعمال,280.0,"Al Khoud, Muscat•",57.0,2.0,2.0,4.912280701754386
صحلنوت,15.0,"Salalah, Dhofar•",10.0,1.0,1.0,1.5
للايجار شقق ديلوكس,200.0,"Barka, Al Batinah•",100.0,2.0,2.0,2.0
المعبيلة التجارية خلف نستو,100.0,"Al Seeb, Muscat•",20.0,1.0,1.0,5.0
شقة للأيجار,80.0,"Al Mawaleh, Muscat•",20.0,1.0,1.0,4.0
شقة ايجار يومي او شهري,250.0,"Al Khoud, Muscat•",100.0,2.0,2.0,2.5
BED SPACE AVAILABLE FOR EXICUTIVE BACHELORS,30.0,"Al Maabilah, Muscat•",400.0,2.0,2.0,0.075
Offices Multiple Options in Ghoubra LRC19 | WA 76324666,699.0,"Al Ghubrah, Muscat•",145.0,2.0,2.0,4.820689655172414
3+1BHK High-Quality Compound Villa in Qurum WA 76324666 LRV44,749.0,"Qurum, Muscat•",300.0,5.0,4.0,2.4966666666666666
"Elegant Apartment for Rent – 2nd Floor | South Maabela, Seeb",185.0,"Al Maabilah, Muscat•",999.0,3.0,3.0,0.18518518518518517
separate room for family,145.0,"Azaiba, Muscat•",102.0,1.0,1.0,1.4215686274509804
شقة بثلاث غرف نوم للإيجار في سوق الخوض وقريب الخدمات,210.0,"Al Khoud, Muscat•",120.0,3.0,3.0,1.75
الحيل الشمالية,75.0,"Al Hail, Muscat•",25.0,1.0,1.0,3.0
شقة للايجار اليومي في منطقة صحلنوت خلف بنك مسقط,50.0,"Salalah, Dhofar•",350.0,2.0,3.0,0.14285714285714285
"New, clean and upscale villa for rent in North Al Hail",250.0,"Al Hail, Muscat•",100.0,2.0,2.0,2.5
شقةللإيجار بيت الفلج,180.0,"Ruwi, Muscat•",110.0,2.0,2.0,1.6363636363636365
شقة في الخوير الجنوبية للإيجار,350.0,"Al Khuwair, Muscat•",350.0,3.0,3.0,1.0
Fiber Optics Cabling solutions for Buildings - Stark,100.0,"Muscat - Other, Muscat•",1000.0,2.0,2.0,0.1
Family Sharing Room,100.0,"Al Hamriyah, Muscat•",20.0,1.0,1.0,5.0
غرفة للايجار اليومي,50.0,"Salalah, Dhofar•",600.0,1.0,1.0,0.08333333333333333
1BHK with hall 120R. O,120.0,"Al Maabilah, Muscat•",100.0,3.0,2.0,1.2
Room for renting,60.0,"Al Maabilah, Muscat•",30.0,1.0,1.0,2.0
الخوير 33,150.0,"Al Khuwair, Muscat•",80.0,1.0,1.0,1.875
2BHK AND 1BHK AT AL MAHA STREET 5 MIN CAR DRIVE TO LULU GUBRAH,230.0,"Al Khuwair, Muscat•",110.0,3.0,2.0,2.090909090909091
1 BHK penthouse for rent located al khoud al barakat st,270.0,"Al Khoud, Muscat•",100.0,1.0,1.0,2.7
2 BHK apartment for rent located alkhwair,250.0,"Al Khuwair, Muscat•",110.0,2.0,2.0,2.272727272727273
Furnished 2 BHK APARTMENT IN GHALA,250.0,"Ghala, Muscat•",200.0,3.0,2.0,1.25
منزل للايجار في محضه,85.0,"Mahdhah, Al Buraimi•",120.0,1.0,2.0,0.7083333333333334
فلل وشقق للايجار في صلالة,50.0,"Salalah, Dhofar•",1000.0,2.0,3.0,0.05
Offices and shops stores for rent,400.0,"Al Ghubrah, Muscat•",140.0,2.0,2.0,2.857142857142857
غرفه وحمام بدون فرش في الغبره الجنوبية قريب من ماركت الملينيوم,120.0,"Al Ghubrah, Muscat•",9000.0,1.0,1.0,0.013333333333333334
Room for rent for indian Ladies,120.0,"Bosher, Muscat•",40.0,1.0,1.0,3.0
Shared Room for Berka. (Rumais )Preference for Indian (kerala),65.0,"Barka, Al Batinah•",215.0,1.0,1.0,0.3023255813953488
"2 BHK MUMTAZ FIRST LINE, RUWI",170.0,"Ruwi, Muscat•",100.0,2.0,2.0,1.7
غرفة للإيجار اليومي فقط,10.0,"Ibri, Al Dhahirah•",15.0,1.0,1.0,0.6666666666666666
شقة للإيجار اليومي بالجبل الاخضر apartment 4 rent in Jabal Akhdar,50.0,"Nizwa, Al Dakhiliya•",150.0,4.0,3.0,0.3333333333333333
luxury villa for rent in compound alghubrah,600.0,"Al Ghubrah, Muscat•",330.0,5.0,4.0,1.8181818181818181
One Bedroom flat Ruwi CBD,135.0,"Ruwi, Muscat•",75.0,1.0,1.0,1.8
غرف مع دوره مياه للايجار اليومي ولاية نزوى فرق,15.0,"Nizwa, Al Dakhiliya•",66.0,1.0,1.0,0.22727272727272727
Room with bathroom and kitchen,130.0,"Qurum, Muscat•",60.0,1.0,1.0,2.1666666666666665
Single or couple 90,85.0,"Al Khoud, Muscat•",24.0,1.0,1.0,3.5416666666666665
60 riyals only with electricity and water,60.0,"Ruwi, Muscat•",20.0,1.0,1.0,3.0
مسقط السيب الحيل الجنوبية,290.0,"Al Hail, Muscat•",220.0,3.0,3.0,1.3181818181818181
فلة للإيجار بركاء/ الرميس,350.0,"Barka, Al Batinah•",276.0,5.0,4.0,1.2681159420289856
شقق و غرف,50.0,"Salalah, Dhofar•",2400.0,2.0,2.0,0.020833333333333332
House for Rent – Behind the Old Dragon Market Baraka منزل للايجار,350.0,"Barka, Al Batinah•",245.0,5.0,4.0,1.4285714285714286
1bhk apartment incloding water and elctrcity and enter net 160 Rials,160.0,"Nizwa, Al Dakhiliya•",70.0,1.0,1.0,2.2857142857142856
Renovated 3 bedroom flat at Al Hail North,350.0,"Al Hail, Muscat•",138.0,3.0,3.0,2.536231884057971
Private Room for Rent in Azaiba – Prime Location Near Starbucks 18 Nov,100.0,"Azaiba, Muscat•",90.0,1.0,1.0,1.1111111111111112
الغبره,160.0,"Al Ghubrah, Muscat•",55.0,1.0,1.0,2.909090909090909
fully furnished flat,140.0,"Ruwi, Muscat•",450.0,1.0,1.0,0.3111111111111111
شاطئ القرم,550.0,"Qurum, Muscat•",92.0,1.0,1.0,5.978260869565218
2 bhk fully furnished,255.0,"Ghala, Muscat•",2000.0,2.0,2.0,0.1275
فيلا للايجار في المعبيلة الجنوبية,300.0,"Al Maabilah, Muscat•",320.0,6.0,6.0,0.9375
غرف للموظفات بالحيل الجنوبيه Furnished rooms for female employees,40.0,"Al Hail, Muscat•",10.0,3.0,3.0,4.0
غرف للايجار اليومي في ولاية نزوى قريب دوار اللولو,10.0,"Nizwa, Al Dakhiliya•",10.0,3.0,3.0,1.0
room for Rent,100.0,"Al Khuwair, Muscat•",20.0,1.0,1.0,5.0
single room with attached bathroom for rent  behind Nesto,80.0,"Al Maabilah, Muscat•",100.0,1.0,1.0,0.8
شقة للايجار اليومي والاسبوعي المعبيلة 13 ريال,1300.0,"Al Maabilah, Muscat•",120.0,2.0,1.0,10.833333333333334
غرفتين وصاله بمطبخ أمريكي بالموالح قريب شارع مازون شامل الفوتير,200.0,"Al Mawaleh, Muscat•",50.0,1.0,2.0,4.0
شقه غرفه وصاله وحمام ومطبخ بالموالح قريب من سوق الخضار,160.0,"Al Mawaleh, Muscat•",50.0,1.0,1.0,3.2
مسقط الخوض السادسة,150.0,"Al Khoud, Muscat•",120.0,3.0,2.0,1.25
Room with attached washrrom available for rent full/sharing basis,55.0,"Al Ghubrah, Muscat•",100.0,1.0,1.0,0.55
شقة للاجار اليومي خريف 2025,66.0,"Salalah, Dhofar•",133.0,2.0,3.0,0.49624060150375937
furnished room available for male executive bachelor in ghubrah,130.0,"Al Ghubrah, Muscat•",20.0,1.0,1.0,6.5
شقه جديده مفروشه للايجار الموقع صحلنوت,50.0,"Salalah, Dhofar•",130.0,2.0,2.0,0.38461538461538464
مخازن للإيجار في الموالح,270.0,"Al Mawaleh, Muscat•",100.0,2.0,2.0,2.7
"A bed space for daily, weekly and monthly rent",40.0,"Al Khuwair, Muscat•",33.0,1.0,1.0,1.2121212121212122
1BHK Apartment in Al Amerat,100.0,"Al Amarat, Muscat•",65.0,1.0,1.0,1.5384615384615385
1BHK & 2BHK Apartment in Al Ansab For Rent,220.0,"Ansab, Muscat•",145.0,3.0,2.0,1.5172413793103448
فيلا السعادة الجنوبية آجار يومي قرب الخدمات,80.0,"Salalah, Dhofar•",300.0,5.0,5.0,0.26666666666666666
Sharing Room for Rent near Ruwi Madrasa,30.0,"Ruwi, Muscat•",30.0,1.0,1.0,1.0
شقتين دور أرضي 35 ريال السعادة الجنوبية قرب الخدمات,50.0,"Salalah, Dhofar•",100.0,2.0,2.0,0.5
ابحث عن شقه للإيجار,120.0,"Al Maabilah, Muscat•",120.0,2.0,3.0,1.0
New House For Rent,180.0,"Sohar, Al Batinah•",750.0,2.0,2.0,0.24
"We have in North Ghubrah, South Ghubrah, Al Khuwair and Al Udhaiba 110",100.0,"Al Ghubrah, Muscat•",120.0,1.0,1.0,0.8333333333333334
بركاءقرحة البلوش,65.0,"Barka, Al Batinah•",55.0,2.0,2.0,1.1818181818181819
"2BHK FLAT for RENT, spacious suited for FAMILIES",170.0,"Al Hamriyah, Muscat•",95.0,3.0,2.0,1.7894736842105263
single room rent,100.0,"Al Ghubrah, Muscat•",100.0,1.0,1.0,1.0
A beautiful apartment for rent in alhail north directly from the owner,300.0,"Al Hail, Muscat•",100.0,2.0,3.0,3.0
big flat for rent in mubelah south,170.0,"Al Maabilah, Muscat•",130.0,4.0,4.0,1.3076923076923077
فيلا بتصميم عصري للايجاري اليومي,100.0,"Salalah, Dhofar•",300.0,6.0,5.0,0.3333333333333333
room for rent near Badr sama,55.0,"Sohar, Al Batinah•",55.0,1.0,1.0,1.0
المروج سهل اتين,90.0,"Salalah, Dhofar•",365.0,2.0,2.0,0.2465753424657534
bed space monthly,30.0,"Al Khuwair, Muscat•",415.0,2.0,3.0,0.07228915662650602
شقه للايجار اليومي او الاسبوعي مفروشه,50.0,"Sur, Al Sharqiya•",120.0,2.0,3.0,0.4166666666666667
استديو للاجار فى  منطقه الخوير 110,110.0,"Al Khuwair, Muscat•",60.0,1.0,1.0,1.8333333333333333
Room for Rent - Bawshar,110.0,"Bosher, Muscat•",20.0,1.0,1.0,5.5
مطلوب شقة سكنية,70.0,"Suwaiq, Al Batinah•",80.0,2.0,1.0,0.875
House shiffting office shiffting furniture fixing transport,100.0,"Al Hail, Muscat•",10.0,1.0,1.0,10.0
House shiffting office shiffting furniture fixing transport,100.0,"Qurum, Muscat•",10.0,0.0,1.0,10.0
Room Sharing in Al Qurum,60.0,"Qurum, Muscat•",20.0,1.0,1.0,3.0
شقق مفروشة للإيجار اليومي بدأ من ٤٠ ريال,50.0,"Salalah, Dhofar•",160.0,3.0,3.0,0.3125
nice flat near AL fair and health centre in Azaiba only families,275.0,"Azaiba, Muscat•",150.0,2.0,2.0,1.8333333333333333
Amazing fully furnished flat in Qautab bar al jaseh pay,800.0,"Barr Al Jissah, Muscat•",200.0,3.0,2.0,4.0
Spacious  beautiful flat in Hail North,450.0,"Al Hail, Muscat•",300.0,3.0,5.0,1.5
BED SPACE AVAILABLE GHALA EXECUTIVE BACHELOR (KERALITE ONLY) RO. 60,60.0,"Ghala, Muscat•",20.0,3.0,2.0,3.0
Bed space available Ghala . KERALITE ONLY EXECUTIVE BACHELOR,60.0,"Ghala, Muscat•",17.0,3.0,3.0,3.5294117647058822
room for lady only,90.0,"Qurum, Muscat•",80.0,2.0,2.0,1.125
ROOM FOR RENT DAILY,15.0,"Salalah, Dhofar•",20.0,1.0,2.0,0.75
Signle Room For Bachelor,90.0,"Al Khoud, Muscat•",27.0,1.0,1.0,3.3333333333333335
فلل راقية للإيجار اليومي في مواقع مميزة بصلالة,100.0,"Salalah, Dhofar•",600.0,7.0,6.0,0.16666666666666666
room for rent.,120.0,"Al Khuwair, Muscat•",50.0,1.0,1.0,2.4
انوار صلاله للشقق الفندقيه _عوقد /عرض خاص,99.0,"Salalah, Dhofar•",190.0,3.0,3.0,0.5210526315789473
السعادة الشمالية,20.0,"Salalah, Dhofar•",35.0,1.0,1.0,0.5714285714285714
فيلا منفصله مميزه و جميله للإجار في الخوض السابعة,300.0,"Al Khoud, Muscat•",367.0,2.0,3.0,0.8174386920980926
غرف للإيجار في الخوض,10.0,"Al Khoud, Muscat•",40.0,1.0,1.0,0.25
A single bed space in a sharing room for rent,35.0,"Al Khuwair, Muscat•",35.0,1.0,1.0,1.0
120 studio in Alkhuwair bill included,120.0,"Al Khuwair, Muscat•",35.0,1.0,1.0,3.4285714285714284
room for rent north alghubrah,130.0,"Al Ghubrah, Muscat•",22.0,1.0,1.0,5.909090909090909
شقة في المعبيلة الجنوبية الثامنة,125.0,"Al Maabilah, Muscat•",140.0,3.0,2.0,0.8928571428571429
studio flat in Al khuwair,185.0,"Al Khuwair, Muscat•",70.0,2.0,1.0,2.642857142857143
فلة للايجار اليومي,50.0,"Salalah, Dhofar•",635.0,2.0,3.0,0.07874015748031496
Sharing Bedspace for Executive Bachelor Beside Nesto Mabela Blaban,35.0,"Al Maabilah, Muscat•",200.0,1.0,1.0,0.175
clean room for rent,100.0,"Al Khuwair, Muscat•",100.0,1.0,1.0,1.0
96513593.2 badrum  1 bathrum  with furniture  and water electricit,150.0,"Al Khuwair, Muscat•",50.0,1.0,2.0,3.0
بناية النسيم شقق,50.0,"Salalah, Dhofar•",100.0,2.0,2.0,0.5
Room for rent,125.0,"Ghala, Muscat•",50.0,1.0,1.0,2.5
غرفة نوم و دورة مياة في السيب,70.0,"Al Seeb, Muscat•",25.0,1.0,1.0,2.8
Bed space near Mall of Oman,45.0,"Bosher, Muscat•",150.0,1.0,1.0,0.3
غرف واستوديو هات فرش وبدون فرش اسعار تبدا ب١٠٠ ريال,100.0,"Al Khuwair, Muscat•",60.0,1.0,2.0,1.6666666666666667
‏غرف للإيجار صلالة يومي,15.0,"Salalah, Dhofar•",77.0,1.0,1.0,0.19480519480519481
"1 BHK Flat for Rent – Near ISM, Darsait",110.0,"Darsait, Muscat•",40.0,1.0,1.0,2.75
flat for rent in ZAIN ALAUZAIBA Building,250.0,"Azaiba, Muscat•",70.0,2.0,1.0,3.5714285714285716
منزل للايجار اليومي,50.0,"Salalah, Dhofar•",400.0,3.0,3.0,0.125
furnished room for rent عرفة مفروشة للايجار,100.0,"Al Maabilah, Muscat•",20.0,1.0,1.0,5.0
منزل للاجار اليومي صلالة,55.0,"Salalah, Dhofar•",400.0,3.0,3.0,0.1375
Room for rent in barka,40.0,"Barka, Al Batinah•",15.0,1.0,1.0,2.6666666666666665
"M u s c a t , Offices",250.0,"Al Khuwair, Muscat•",20.0,2.0,2.0,12.5
1 BHK FLAT AVAILABLE FOR RENT,180.0,"Madinat As Sultan Qaboos, Muscat•",20.0,2.0,1.0,9.0
فرصة ذهبية: أرض صناعية للإيجار في موقع مميز جداً,1000.0,"Al Amarat, Muscat•",500.0,2.0,2.0,2.0
محلات ومعرض للإيجار,60.0,"Saham, Al Batinah•",22.0,2.0,2.0,2.727272727272727
"FOR RENT 1388 Ghala, Muscat",180.0,"Ghala, Muscat•",80.0,2.0,1.0,2.25
Appartments for rent,350.0,"Azaiba, Muscat•",110.0,2.0,2.0,3.1818181818181817
شقه استوديو للايجار اليومي بسعر 25زيال فقط منتجع السيفه,50.0,"Bosher, Muscat•",100.0,1.0,1.0,0.5
one furnished room in a villa in aziba,185.0,"Azaiba, Muscat•",30.0,0.0,1.0,6.166666666666667
one room studio for rent brand new,210.0,"Al Ghubrah, Muscat•",25.0,1.0,1.0,8.4
منزل للإيجار الرستاق قرية الغشب,120.0,"Al Rustaq, Al Batinah•",130.0,3.0,3.0,0.9230769230769231
