title,price,location,area,bathrooms,bedrooms,price_per_sqm
3BHK FOR RENT IN SOHAR Al Multaqa,110.0,"Sohar, Al Batinah•",100.0,2.0,3.0,1.1
ڤيلا جديده للإيجار في المعبيله الثامنه,550.0,"Al Maabilah, Muscat•",500.0,6.0,5.0,1.1
Executive Room for Rent,100.0,"Al Ghubrah, Muscat•",30.0,1.0,1.0,3.3333333333333335
محلات للإيجار Shops for rent,60.0,"Sumail, Al Dakhiliya•",150.0,2.0,2.0,0.4
furnished rooms available for an executive male bachelors in ghubrah,130.0,"Al Ghubrah, Muscat•",20.0,1.0,1.0,6.5
Room for single or Married Couple,70.0,"Barka, Al Batinah•",110.0,1.0,1.0,0.6363636363636364
Room for sharing - Ruwi Rex road,55.0,"Ruwi, Muscat•",100.0,1.0,1.0,0.55
room for rent 100 rial,90.0,"Al Maabilah, Muscat•",600.0,10.0,10.0,0.15
Brand new studio in ohi sanaiya sohar (98101664),70.0,"Sohar, Al Batinah•",50.0,1.0,1.0,1.4
شاليهات هيلز صلالة,50.0,"Salalah, Dhofar•",150.0,4.0,4.0,0.3333333333333333
شقة للايجار في صلالة عوقد مفروشة نظيفة جدا للايجار اليومي بالخريف,180.0,"Salalah, Dhofar•",130.0,2.0,2.0,1.3846153846153846
transport availabile for rent,10.0,"Al Maabilah, Muscat•",22.0,2.0,2.0,0.45454545454545453
From the Owner: Furnished Studio in Alkhuwair من المالك أستوديو مفروش,190.0,"Al Khuwair, Muscat•",90.0,1.0,1.0,2.111111111111111
صلاله سعاده شمالي جنب مسجد شنفري,10.0,"Salalah, Dhofar•",12.0,1.0,1.0,0.8333333333333334
صلاله سعاده شماليه,15.0,"Salalah, Dhofar•",35.0,1.0,1.0,0.42857142857142855
الخريف شقة للايجار اليوم  لتواصل ع الرقم بالاسفل,50.0,"Salalah, Dhofar•",120.0,2.0,2.0,0.4166666666666667
Room rent/Bedspace available for Pakistani near Barka Market ruwi,20.0,"Ruwi, Muscat•",20.0,2.0,1.0,1.0
مطلوب بنايات للإدارة في مسقط,100.0,"Al Khoud, Muscat•",1000.0,2.0,2.0,0.1
غرف مؤثثة للإيجار للموظفات,45.0,"Al Khoud, Muscat•",20.0,1.0,1.0,2.25
للإيجار شقه للعوائل  بالمعبيله,170.0,"Al Maabilah, Muscat•",133.0,3.0,3.0,1.2781954887218046
bed space & Room,40.0,"Al Khuwair, Muscat•",150.0,2.0,3.0,0.26666666666666666
آپارتمان های کاملا مبله در غبره شمالی، جنب امارات مارکت,390.0,"Al Ghubrah, Muscat•",120.0,3.0,2.0,3.25
one separate Room with attached Bathroom available for rent,100.0,"Al Khuwair, Muscat•",60.0,1.0,1.0,1.6666666666666667
غرفة للايجار,80.0,"Al Maabilah, Muscat•",10.0,1.0,1.0,8.0
3 Bedrooms Apartment for Rent in Almeria East.,950.0,"The Wave (Almouj), Muscat•",200.0,3.0,3.0,4.75
4 Bedrooms Villa for Rent in Wave Muscat Almouj,2500.0,"The Wave (Almouj), Muscat•",333.0,5.0,4.0,7.5075075075075075
Room for rent,90.0,"Al Hail, Muscat•",50.0,1.0,1.0,1.8
المسفاه٦ صناعي مساحه ١٠٠٠م,900.0,"Misfah, Muscat•",1000.0,2.0,2.0,0.9
شقه شيرنج  بوشر شارع المها,35.0,"Bosher, Muscat•",95.0,2.0,1.0,0.3684210526315789
2BHK flat in Quorum,390.0,"Qurum, Muscat•",110.0,2.0,2.0,3.5454545454545454
luxury apartment in Qurum near PDO,350.0,"Qurum, Muscat•",70.0,2.0,1.0,5.0
للإيجار  فيلا دورين  عوقد مربع ج  يومي في الخريف,85.0,"Salalah, Dhofar•",250.0,5.0,5.0,0.34
Bait Al Taqdeer 3 BHK Duplex Flat For Rent,550.0,"Ruwi, Muscat•",200.0,4.0,3.0,2.75
Ruwi Complex 1 BHK Flat For Rent,275.0,"Ruwi, Muscat•",80.0,2.0,1.0,3.4375
Bed space in front of mall of oman,45.0,"Bosher, Muscat•",20.0,1.0,1.0,2.25
شقه مفروشه للايجار الشهري واليومي,220.0,"Al Maabilah, Muscat•",90.0,2.0,2.0,2.4444444444444446
bedspace,30.0,"Al Maabilah, Muscat•",400.0,2.0,2.0,0.075
شقة فالعامرات جميع الخدمات متوفره,150.0,"Al Amarat, Muscat•",140.0,3.0,3.0,1.0714285714285714
فيلاا للايجار اليومي في خريف ظفار 2025,100.0,"Salalah, Dhofar•",600.0,5.0,5.0,0.16666666666666666
big room avalaible with attach bathroom for small families or bachelor,120.0,"Qurum, Muscat•",120.0,1.0,1.0,1.0
غرفة للايجار اليوم ، بوشر,10.0,"Bosher, Muscat•",20.0,1.0,1.0,0.5
غرفه للايجار اليومي,15.0,"Salalah, Dhofar•",16.0,1.0,1.0,0.9375
غرفة ضمن شقة مع حمام داخلي في العامرات خلف مركز الجملة واللولو,80.0,"Al Amarat, Muscat•",15.0,1.0,1.0,5.333333333333333
شقه للايجار اليومي,50.0,"Salalah, Dhofar•",250.0,1.0,2.0,0.2
غرفه للايجار الشهري,65.0,"Al Amarat, Muscat•",25.0,1.0,1.0,2.6
beautiful restaurant in Sifa resort,600.0,"Al Sifah, Muscat•",600.0,2.0,2.0,1.0
Shops for rent,90.0,"Al Buraimi, Al Buraimi•",64.0,2.0,2.0,1.40625
شقة بوشر,350.0,"Bosher, Muscat•",53.0,1.0,2.0,6.60377358490566
شقق لايجار الشهري شامل الانترنت,230.0,"Al Maabilah, Muscat•",85.0,2.0,2.0,2.7058823529411766
flat for rent on 18 nov road,250.0,"Al Ghubrah, Muscat•",166.0,2.0,2.0,1.5060240963855422
غرفة للإيجار الشهري مؤثثة بالمعبيلة,110.0,"Al Maabilah, Muscat•",25.0,1.0,1.0,4.4
Furnished room for monthly rent in Maabaila,110.0,"Al Maabilah, Muscat•",25.0,1.0,1.0,4.4
modern villa near wave very nice house,700.0,"Al Mawaleh, Muscat•",300.0,4.0,4.0,2.3333333333333335
amazing house in Madinat sultan 3 bedroom,555.0,"Madinat As Sultan Qaboos, Muscat•",300.0,3.0,3.0,1.85
ارض فضاء الرسيل الصناعية للايجار بموقع مميز ومساحه واسعه,10500.0,"Al Rusayl, Muscat•",7000.0,2.0,2.0,1.5
ارض فضاء في المسفاه منطقه هادئه ومساحة واسعه,4800.0,"Misfah, Muscat•",6000.0,2.0,2.0,0.8
غرف للايجار الخوير,150.0,"Al Khuwair, Muscat•",40.0,1.0,1.0,3.75
ROOM FOR RENT 120,120.0,"Al Ghubrah, Muscat•",300.0,1.0,1.0,0.4
شقق مفروشه للايجار رجاءاقرأ الوصف Apartments for Rent Read Description,100.0,"Salalah, Dhofar•",120.0,3.0,2.0,0.8333333333333334
للايجار في موقع ممتاز المحج بالقرب من ممشى العامرات For Rent Big house,343.0,"Al Amarat, Muscat•",600.0,6.0,5.0,0.5716666666666667
1 BHK Family/Bachelor Flat Available – Prime Location Al Ghubra,110.0,"Al Ghubrah, Muscat•",150.0,1.0,2.0,0.7333333333333333
العامرات الثالثه,180.0,"Al Amarat, Muscat•",140.0,3.0,3.0,1.2857142857142858
مسقط العذيبة,170.0,"Azaiba, Muscat•",40.0,1.0,1.0,4.25
غرفه للايجار الشهري ماثثه بالكامل,110.0,"Nizwa, Al Dakhiliya•",60.0,1.0,1.0,1.8333333333333333
يوجد لدينا غرف وشقق للايجار اليومي,90.0,"Salalah, Dhofar•",50.0,4.0,3.0,1.8
شقق للايجار فترة خريف,999.0,"Salalah, Dhofar•",100.0,4.0,3.0,9.99
Al Khuwair 1 BHK Flat for Rent Available Near Sagar Polyclinic,170.0,"Al Khuwair, Muscat•",90.0,1.0,1.0,1.8888888888888888
فيلل واستراحات وشقق وغرف إيجار يومي خريف صلالة ٢٠٢٥,50.0,"Salalah, Dhofar•",120.0,2.0,2.0,0.4166666666666667
صناعيه السويق للايجار  99256919 مسورة,200.0,"Suwaiq, Al Batinah•",1200.0,2.0,2.0,0.16666666666666666
شالية ولا اروع صف أول البحر مرباط فقط ب٤٠,50.0,"Salalah, Dhofar•",286.0,4.0,3.0,0.17482517482517482
شقق للايجار اليومي,50.0,"Salalah, Dhofar•",100.0,1.0,2.0,0.5
فلة  للإيجار اليومي في صحلنوت الشمالية د,75.0,"Salalah, Dhofar•",245.0,3.0,3.0,0.30612244897959184
bed space,35.0,"Al Ghubrah, Muscat•",10.0,1.0,1.0,3.5
شقق العوائل في الخوض و الموالح موقع مميز بالقرب الخدمات مساحات واسعة,220.0,"Al Khoud, Muscat•",130.0,3.0,3.0,1.6923076923076923
spacious flat near Al fair in Azaiba near 18th Nov st,500.0,"Azaiba, Muscat•",150.0,2.0,2.0,3.3333333333333335
فيلا للايجار 5غرف في منطقه بوشر حي المني قريب مول عمان وخلف الدولفين,600.0,"Bosher, Muscat•",300.0,5.0,5.0,2.0
شقه للايجار 2غرفه في بوشر خلف مسجد االامين,240.0,"Bosher, Muscat•",115.0,3.0,2.0,2.0869565217391304
شقه للايجار2غرفه في منطقه الغبره مقابل السفينه مول وقريب اللشاطئ,200.0,"Al Ghubrah, Muscat•",115.0,2.0,2.0,1.7391304347826086
محلات للايجار سعر المحل ٣٠ ريال ف الشهر,30.0,"Sumail, Al Dakhiliya•",30.0,2.0,2.0,1.0
Furnished rooms studio 1bhk flats available Ghubra Makkah Hypmkt RO120,120.0,"Al Ghubrah, Muscat•",6000.0,1.0,1.0,0.02
صلاله امام مسجد الشيخ عيسي  فرش جديد فقط25,2500.0,"Salalah, Dhofar•",50.0,1.0,2.0,50.0
Furnished rooms 1bhk flats studio Makkah hyprmkt lulu Ghubra Just 120,120.0,"Al Ghubrah, Muscat•",6000.0,2.0,2.0,0.02
villa for Rent,400.0,"Al Seeb, Muscat•",300.0,7.0,5.0,1.3333333333333333
فرصة ذهبية يجار ١٠٠في سوق مطرح,100.0,"Mutrah, Muscat•",20.0,2.0,2.0,5.0
استور للايجار مساحه 450 متر في منطقه بوشر,850.0,"Bosher, Muscat•",450.0,2.0,2.0,1.8888888888888888
شقه للايجار 1غرفه مفروشه في منطقه بوشر قريب شارع المها,275.0,"Bosher, Muscat•",95.0,3.0,2.0,2.8947368421052633
صلاله الغربيه شارع المنتزه,50.0,"Salalah, Dhofar•",95.0,2.0,3.0,0.5263157894736842
يتوفر معنا شقق  وغرف واستديو وفلل بمواقع عده,27.0,"Salalah, Dhofar•",10.0,2.0,3.0,2.7
للإيجار شقه بالخوض السادسه 110 ريال فقط,110.0,"Al Khoud, Muscat•",80.0,1.0,2.0,1.375
bed space for,40.0,"Ruwi, Muscat•",80.0,1.0,2.0,0.5
استراحة الكوخ مميز في الحيل الشمالي 50 ريال بدون اقامة 65 اقامة ليلية,50.0,"Al Hail, Muscat•",260.0,2.0,3.0,0.19230769230769232
استراحة وشاليه مميز جدا 50 ريال بدون مبيت و 65 ريال بالمبيت,50.0,"Al Hail, Muscat•",260.0,2.0,3.0,0.19230769230769232
شقة للأجار بقرب من منتزه الصنقر,170.0,"Sohar, Al Batinah•",200.0,2.0,2.0,0.85
1 room for rent,70.0,"Ruwi, Muscat•",140.0,1.0,1.0,0.5
daily rant,25.0,"Salalah, Dhofar•",105.0,1.0,2.0,0.23809523809523808
عقود إيجار مؤقتة Temporary Rent agreement,70.0,"Ruwi, Muscat•",40.0,2.0,2.0,1.75
Room for rent,80.0,"Qurum, Muscat•",100.0,1.0,1.0,0.8
room for rent  80 real,80.0,"Al Hail, Muscat•",22.0,1.0,1.0,3.6363636363636362
الخوير الجنوبيه,300.0,"Al Khuwair, Muscat•",150.0,2.0,2.0,2.0
شقق للايجار,50.0,"Salalah, Dhofar•",150.0,2.0,3.0,0.3333333333333333
فيلا جديدة للايجار بحي الظاهر للعوائله الصغيره  فقط,230.0,"Qurayyat, Muscat•",256.0,5.0,4.0,0.8984375
"City Centre Al Mawaleh, Muscat",230.0,"Al Mawaleh, Muscat•",190.0,2.0,2.0,1.2105263157894737
السعادة الجنوبيه,11.0,"Salalah, Dhofar•",22.0,1.0,1.0,0.5
شقق الخوض السادسة قريب جامع حي المعرفة  .,200.0,"Al Seeb, Muscat•",130.0,2.0,2.0,1.5384615384615385
3 BHK flats in Qurum,480.0,"Qurum, Muscat•",122.0,4.0,3.0,3.9344262295081966
غرفة للإيجار للموظفين بالخوض,85.0,"Al Khoud, Muscat•",16.0,1.0,1.0,5.3125
غرفة للايجار ف المعبيلة الجنوبية,120.0,"Al Maabilah, Muscat•",120.0,1.0,1.0,1.0
Room Rent,210.0,"Darsait, Muscat•",150.0,1.0,1.0,1.4
غرف سكنيه للايجار اليومي والشهري والاسبوعي,35.0,"Al Khuwair, Muscat•",70.0,3.0,3.0,0.5
Azaiba Room for rent,150.0,"Azaiba, Muscat•",25.0,1.0,1.0,6.0
Nuvola chalet for rent.,70.0,"Al Masn'A, Al Batinah•",1800.0,5.0,3.0,0.03888888888888889
vip apartment Al sifah resort,50.0,"Al Sifah, Muscat•",500.0,3.0,4.0,0.1
شقه بصلاله للإيجار اليومي,1111.0,"Salalah, Dhofar•",80.0,2.0,2.0,13.8875
للايجار شقة مفروشة بالمنطقة التجارية بالحيل الجنوبية,220.0,"Al Hail, Muscat•",76.0,2.0,2.0,2.8947368421052633
One. BH. FLAT CBD RUWI,135.0,"Ruwi, Muscat•",85.0,2.0,1.0,1.588235294117647
للايجار شقة مفروشة في منطقة الحيل الجنوبية بالقرب من مدرسة حيل العوامر,220.0,"Al Hail, Muscat•",70.0,2.0,2.0,3.142857142857143
شقه للايجار  الشهري او السنوي فقط ولايه طاقه قريب الشاطيء,350.0,"Taqah, Dhofar•",100.0,3.0,3.0,3.5
شقة للايجار 420 ريال شهرياً مسقط هيلز,420.0,"Muscat Hills, Muscat•",150.0,3.0,2.0,2.8
مبنى بحاله جيده,70.0,"Al Hamriyah, Muscat•",100.0,1.0,1.0,0.7
فلل فخمه للإيجار اليومي,70.0,"Salalah, Dhofar•",400.0,4.0,3.0,0.175
single room with attached bathroom for rent,10.0,"Al Ghubrah, Muscat•",100.0,2.0,1.0,0.1
Two-Bedroom Fully Furnished Apartment for Rent – Al Mouj,850.0,"The Wave (Almouj), Muscat•",130.0,2.0,2.0,6.538461538461538
شقه للايجار,235.0,"Al Ghubrah, Muscat•",35.0,1.0,1.0,6.714285714285714
مرتفعات الانصب,250.0,"Ansab, Muscat•",100.0,2.0,2.0,2.5
لزوار خريف صلاله يتوفر معنا شقق وفلل واستديو,50.0,"Salalah, Dhofar•",20.0,2.0,2.0,2.5
home in traif,300.0,"Sohar, Al Batinah•",222.0,4.0,2.0,1.3513513513513513
Fully furnished Studio room for rent in Azaibah behind AlFAIR Hyper M.,240.0,"Azaiba, Muscat•",40.0,1.0,2.0,6.0
bed space avilable,35.0,"Ruwi, Muscat•",111.0,1.0,1.0,0.3153153153153153
villa 3 bedroom 2 halls for rent in alkhawir families only,375.0,"Al Khuwair, Muscat•",500.0,4.0,3.0,0.75
شقة الخوير 33 بجوار كلية التقنية,250.0,"Al Khuwair, Muscat•",120.0,1.0,1.0,2.0833333333333335
Beautiful 1st Floor Apartment  For Rent in Mabailah,200.0,"Al Maabilah, Muscat•",10.0,3.0,2.0,20.0
عوقد بغرب من حديقة عوقد حديقة الطفل والخدمات,50.0,"Salalah, Dhofar•",55.0,2.0,2.0,0.9090909090909091
شقة للايجار,170.0,"Al Maabilah, Muscat•",100.0,2.0,2.0,1.7
Room For rent,90.0,"Al Khuwair, Muscat•",10.0,0.0,1.0,9.0
البريمي,75.0,"Al Buraimi, Al Buraimi•",100.0,2.0,3.0,0.75
"A big hall,attached bathroom including water electricity in CBD,Ruwi.",105.0,"Ruwi, Muscat•",60.0,1.0,1.0,1.75
Room for rent all includes. sharing for kerala family,100.0,"Al Maabilah, Muscat•",450.0,1.0,1.0,0.2222222222222222
Room Rent/Bedspace available for Pakistani near Bank Muscat,20.0,"Ruwi, Muscat•",20.0,2.0,1.0,1.0
فيلا راقية للإيجار في الحيل الجنوبية من المالك مباشرة,600.0,"Al Hail, Muscat•",305.0,7.0,6.0,1.9672131147540983
Room with Attached Bathroom,75.0,"Al Seeb, Muscat•",1000.0,1.0,1.0,0.075
غرف مؤثثة للإيجار اليومي,10.0,"Ibra, Al Sharqiya•",20.0,5.0,4.0,0.5
فيلا للإيجار جميلة ورائعة,180.0,"Ibra, Al Sharqiya•",160.0,5.0,4.0,1.125
room for rent only for girl,85.0,"Al Hail, Muscat•",24.0,1.0,1.0,3.5416666666666665
بيت في طاقة مع بركة سباحه للايجار,50.0,"Taqah, Dhofar•",800.0,3.0,3.0,0.0625
المعبيلة الجنوبيه,300.0,"Al Maabilah, Muscat•",660.0,2.0,2.0,0.45454545454545453
Room for rent Al Hail,85.0,"Al Hail, Muscat•",12000.0,1.0,1.0,0.007083333333333333
شقه ف الحيل الشماليه (مجمع المزن) المزن مول,300.0,"Al Hail, Muscat•",100.0,2.0,1.0,3.0
sharing room available for mallus,50.0,"Al Ghubrah, Muscat•",111.0,1.0,1.0,0.45045045045045046
BATCHLER ROOM AVAILABLE AL GHUBRAH,90.0,"Al Ghubrah, Muscat•",1234.0,0.0,1.0,0.07293354943273905
مسقط الخوير,150.0,"Al Khuwair, Muscat•",60.0,1.0,1.0,2.5
شقة مفروشة بالسعادة نظيفة جدا للايجار اليومي بالخريف وبسعر منافس,150.0,"Salalah, Dhofar•",120.0,1.0,2.0,1.25
ملحق للايجار | Annex for rent,120.0,"Al Maabilah, Muscat•",120.0,1.0,2.0,1.0
شاليه واستراحة في بركاء VIP,50.0,"Barka, Al Batinah•",350.0,3.0,4.0,0.14285714285714285
غرفة مفروشة للايجار بالخوض السادسة,85.0,"Al Khoud, Muscat•",20.0,1.0,1.0,4.25
فلة مفروشة للايجار,90.0,"Salalah, Dhofar•",500.0,6.0,5.0,0.18
غرفه وحمام بفيلا بالغبره قريب البحر ويوجد بالخوير والعذيبه شقق وغرف,110.0,"Al Ghubrah, Muscat•",55.0,1.0,1.0,2.0
فلة مفروشة في امتداد ج عوقد,85.0,"Salalah, Dhofar•",400.0,6.0,5.0,0.2125
شقق للإيجار في صلاله (بناية المنتزة 2),50.0,"Salalah, Dhofar•",45.0,2.0,3.0,1.1111111111111112
فيلا للإيجار,350.0,"Al Hail, Muscat•",220.0,3.0,4.0,1.5909090909090908
Bed space,45.0,"Azaiba, Muscat•",300.0,1.0,1.0,0.15
Room For Rent,25.0,"Sadah, Dhofar•",25.0,2.0,2.0,1.0
executive bed space for Indians,35.0,"Ruwi, Muscat•",14.0,1.0,1.0,2.5
Single Room Available for executive bachlor or small family.,110.0,"Al Mawaleh, Muscat•",20.0,1.0,1.0,5.5
شقه للايجار في الغبره الشماليه موقع راقي وهادئ وجميل,170.0,"Al Ghubrah, Muscat•",100.0,3.0,2.0,1.7
APARTMENT 2BHK FOR RENT - GHUBRA,200.0,"Al Ghubrah, Muscat•",100.0,2.0,2.0,2.0
شقه مفروشه بالكامل 1BHK Fully Furnished,275.0,"Al Ghubrah, Muscat•",80.0,1.0,1.0,3.4375
صلاله,60.0,"Salalah, Dhofar•",1500.0,3.0,10.0,0.04
1 bhk fully furnished,180.0,"Ghala, Muscat•",700.0,2.0,1.0,0.2571428571428571
business partner,2000.0,"Al Hail, Muscat•",70.0,2.0,2.0,28.571428571428573
1 bhk fully furnish,190.0,"Ghala, Muscat•",700.0,2.0,1.0,0.2714285714285714
صلالة ظفار,50.0,"Salalah, Dhofar•",175.0,3.0,3.0,0.2857142857142857
فلل حديثه بناء للايجار يومي,130.0,"Salalah, Dhofar•",495.0,8.0,7.0,0.26262626262626265
"Furnished rooms, 1bhk studio flats Makkah Hyprmkt Ghubra lulu Just120",120.0,"Al Ghubrah, Muscat•",5000.0,1.0,1.0,0.024
Resident Accommodation & Labour camp Accommodation,100.0,"Sur, Al Sharqiya•",24.0,1.0,1.0,4.166666666666667
Chalet for daily rent,50.0,"Qurayyat, Muscat•",2000.0,3.0,3.0,0.025
غرفة VIP للإيجار اليومي للعوائل,10.0,"Al Khuwair, Muscat•",50.0,1.0,1.0,0.2
OMR 350 Two Bedroom Apartments - Fully Furnished -Al Khuwair-Badr Sama,350.0,"Al Khuwair, Muscat•",45.0,3.0,2.0,7.777777777777778
OMR 250 -One Bedroom Apartment-Fully Furnished -Al Khuwair-Badr Sama,250.0,"Al Khuwair, Muscat•",35.0,2.0,1.0,7.142857142857143
lexury chalet  for rent/شاليه فخم للايجار,80.0,"Barka, Al Batinah•",400.0,3.0,2.0,0.2
شقق بولاية الخابورة للإيجار Spacious Apartments for Rent in AlKhaburah,140.0,"Al Khaboura, Al Batinah•",150.0,2.0,2.0,0.9333333333333333
muscat -alaziba العذيبة مسقط,50.0,"Al Ghubrah, Muscat•",18.0,1.0,1.0,2.7777777777777777
ڤيلا للايجار ف الغبره بموقع ممتاز,650.0,"Bosher, Muscat•",300.0,4.0,4.0,2.1666666666666665
bed space available,25.0,"Ghala, Muscat•",120.0,1.0,1.0,0.20833333333333334
Room sharing for executive bachelors or single family,70.0,"Al Ghubrah, Muscat•",300.0,0.0,1.0,0.23333333333333334
شقة للإيجار,50.0,"Salalah, Dhofar•",100.0,4.0,5.0,0.5
غرفه في وادي عدي حق عزابيه,70.0,"Barr Al Jissah, Muscat•",34.0,1.0,1.0,2.0588235294117645
محل للايجار في افضل موقع في مسقط هيلز,2000.0,"Muscat Hills, Muscat•",138.0,2.0,2.0,14.492753623188406
Home away from home in Salalah,50.0,"Salalah, Dhofar•",53.0,1.0,1.0,0.9433962264150944
بوشر. الانصب (فلج الشام). ( /Bousher ( Falaj Asham/. Alansab,60.0,"Bosher, Muscat•",20.0,1.0,1.0,3.0
LAMAR PREMIUM APARTMENT - 1BHK & 3BHK NEXT TO PANORAMA MALL BOUSHER,550.0,"Al Ghubrah, Muscat•",175.0,2.0,2.0,3.142857142857143
Spacious Room for Rent,75.0,"Al Wadi Al Kabir, Muscat•",50.0,1.0,1.0,1.5
Villa for Rent South Al-Hail فيلا للايجار الحيل الحنوبية,550.0,"Al Hail, Muscat•",300.0,7.0,7.0,1.8333333333333333
Sharing Room /Bed Space availabe,40.0,"Ruwi, Muscat•",90.0,1.0,1.0,0.4444444444444444
صلالة/عوقد الشمالية,10.0,"Salalah, Dhofar•",10.0,1.0,1.0,1.0
صلاله,400.0,"Salalah, Dhofar•",550.0,2.0,2.0,0.7272727272727273
a room for rent,105.0,"Al Khuwair, Muscat•",12.0,1.0,1.0,8.75
استديو للإيجار studio room for rent,20.0,"Salalah, Dhofar•",100.0,1.0,1.0,0.2
منزل بولاية الخابورة للإيجار  House for rent in Al Khabourah,120.0,"Al Khaboura, Al Batinah•",150.0,2.0,2.0,0.8
غرفللإيجار الشهري,50.0,"Ibri, Al Dhahirah•",600.0,4.0,4.0,0.08333333333333333
Room rent,100.0,"Ruwi, Muscat•",10.0,1.0,1.0,10.0
rent & bed space in alkhud سكن عزاب بالخوض,40.0,"Al Khoud, Muscat•",200.0,2.0,4.0,0.2
يوجد لدينا سكن لطالبات والموظفات,50.0,"Al Maabilah, Muscat•",600.0,10.0,10.0,0.08333333333333333
شقه للإيجار,100.0,"Bahla, Al Dakhiliya•",33.0,1.0,1.0,3.0303030303030303
1bhk with split Ac R. o 135 Ruwi Mbd area.,135.0,"Ruwi, Muscat•",70.0,2.0,1.0,1.9285714285714286
Flat (second floor)for rent in almabellah near badr alsama hospital,150.0,"Al Maabilah, Muscat•",120.0,3.0,3.0,1.25
أبحث عن شقة عائلية للايجار في الخوض السابعه,200.0,"Al Khoud, Muscat•",222.0,2.0,2.0,0.9009009009009009
For Rent Room Mabela,95.0,"Al Maabilah, Muscat•",25.0,1.0,1.0,3.8
1Bedroom flat,130.0,"Ruwi, Muscat•",90.0,1.0,1.0,1.4444444444444444
flat for rent in alhail north behind NMC Hospital,170.0,"Al Hail, Muscat•",220.0,3.0,3.0,0.7727272727272727
للايجار محل بالخوض السادسه 80 ريال يصلح لمخزن,80.0,"Al Khoud, Muscat•",20.0,2.0,2.0,4.0
شاليه للإيجار اليومي – بركاء / سلطنة عمان   استمتع بالراحة والخصوصية,50.0,"Barka, Al Batinah•",800.0,4.0,3.0,0.0625
مكتب مؤثث للايجار في الخوض شارع البركات (مساحة المكتب : 180 متر),700.0,"Al Khoud, Muscat•",180.0,2.0,2.0,3.888888888888889
مسقط الغبرة ايجار شهري شقه مفروشه جزئي,115.0,"Al Ghubrah, Muscat•",120.0,2.0,2.0,0.9583333333333334
شقة نظيفة للايجار خريف صلالة,1000.0,"Salalah, Dhofar•",80.0,2.0,2.0,12.5
Salalah Hwana,300.0,"Taqah, Dhofar•",90.0,1.0,1.0,3.3333333333333335
Salalah Hawana Resort,450.0,"Taqah, Dhofar•",120.0,2.0,2.0,3.75
3 Bhk Apartment for rent in wadi kabir,200.0,"Al Wadi Al Kabir, Muscat•",300.0,4.0,3.0,0.6666666666666666
"Brand new apartment for rent in walja, ruwi",180.0,"Ruwi, Muscat•",200.0,2.0,2.0,0.9
شقق وفلل  للايجار اليومي,100.0,"Salalah, Dhofar•",900.0,7.0,6.0,0.1111111111111111
غرف وشقق مفروشه للايجار الشهرى المعبيله,280.0,"Al Maabilah, Muscat•",100.0,2.0,2.0,2.8
شقه مفروشه للايجار المعبيله لليوم ١٥ الشهر ٢٤٠ شامل ماى ونت,240.0,"Al Maabilah, Muscat•",100.0,1.0,1.0,2.4
bed space for rent,30.0,"Al Maabilah, Muscat•",40.0,1.0,1.0,0.75
Rent a Room,100.0,"Qurum, Muscat•",3564.0,1.0,1.0,0.028058361391694726
شقة فاخرة باثاث حديث للايجار اليومي  في صلالة السعادة الشمالية,200.0,"Salalah, Dhofar•",120.0,2.0,2.0,1.6666666666666667
شقق مفروشة ايجار يومي 25 ر. ع صلالة الجديدة,50.0,"Salalah, Dhofar•",120.0,2.0,2.0,0.4166666666666667
للايجار استراحة السندية بولاية السيب Sendya Farm for rent in Al Seeb,60.0,"Al Hail, Muscat•",4000.0,4.0,3.0,0.015
الخوير,150.0,"Al Khuwair, Muscat•",20.0,1.0,1.0,7.5
شقة للايجار العامرات المحج,250.0,"Al Amarat, Muscat•",90.0,3.0,3.0,2.7777777777777777
شارع مزون,300.0,"Al Khoud, Muscat•",81.0,2.0,1.0,3.7037037037037037
استراحة عائلية في سهل صلاله,110.0,"Salalah, Dhofar•",250.0,4.0,4.0,0.44
Furnished Room,90.0,"Al Seeb, Muscat•",10.0,1.0,1.0,9.0
شقه للايجا اليومي60,55.0,"Salalah, Dhofar•",280.0,3.0,3.0,0.19642857142857142
شقق ستوديو,50.0,"Salalah, Dhofar•",1111.0,1.0,1.0,0.045004500450045004
Fully furnished penthouse 2bhk apartment. Monthly rental,450.0,"Al Hail, Muscat•",150.0,2.0,2.0,3.0
bed space for lady in alkhuwair 35rial all bills included,35.0,"Al Khuwair, Muscat•",200.0,1.0,1.0,0.175
غرفه وحمام فقط بالغبره خلف فندق الريف وبجوار المدرسه الهنديه السعر 120,120.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0,2.4
غرفه وحمام فقط بالغبره امام التمام ماركت السعر 110 شامل,110.0,"Al Ghubrah, Muscat•",50.0,1.0,1.0,2.2
room for rent,100.0,"Al Ghubrah, Muscat•",200.0,1.0,1.0,0.5
الغبره الشماليه,270.0,"Azaiba, Muscat•",200.0,3.0,3.0,1.35
Apartment for rent in Mabellah south opposite of Muscat Mall 250 Rial,250.0,"Al Maabilah, Muscat•",120.0,3.0,3.0,2.0833333333333335
"Apartments for rent in Wadi Alkabeer,next to the Indian school(ISWI)",160.0,"Al Wadi Al Kabir, Muscat•",70.0,2.0,1.0,2.2857142857142856
أرض صناعية  في شمال المسفاة بوشر مسقط مساحة ١٠٠٠متر,1000.0,"Misfah, Muscat•",1000.0,2.0,2.0,1.0
