title,price,location,area,bathrooms,bedrooms,log_price,log_area
corner commercial shop spaces for rent in bousher mpc16,375.0,"bosher, muscat",75.0,2.0,2.0,5.929589143389895,4.330733340286331
for rent: spacious town houses located close to the marina,750.0,"the wave (almouj), muscat",109.0,3.0,2.0,6.621405651764134,4.700480365792417
adc501**115 sqm  office for rent in al azaibah south,500.0,"azaiba, muscat",115.0,2.0,2.0,6.2166061010848646,4.7535901911063645
"adc802** 140 sqm offices for rent in ghubra north , 18 november street",700.0,"al ghubrah, muscat",140.0,2.0,2.0,6.55250788703459,4.948759890378168
adv141** al seeb sour al hadeed 3bhk + maid's villa for rent,550.0,"al seeb, muscat",280.0,4.0,3.0,6.311734809152915,5.638354669333745
2bhk apartment for rent in al khuwair 33 bait ridhwan mpa14,220.0,"al khuwair, muscat",95.0,2.0,2.0,5.3981627015177525,4.564348191467836
for rent: brand new shop in masar barka prime location ppc107,340.0,"barka, al batinah",29.0,2.0,2.0,5.831882477283517,3.4011973816621555
amazing fully furnished 1bhk flat for rent in muscat hills ppa178,550.0,"muscat hills, muscat",101.0,2.0,1.0,6.311734809152915,4.624972813284271
brand new 33 sqm commercial space for rent in azaiba ppc104,490.0,"azaiba, muscat",33.0,2.0,2.0,6.19644412779452,3.5263605246161616
brand new office for rent – 105 sqm | prime location in bawshar ppc122,480.0,"bosher, muscat",105.0,2.0,2.0,6.175867270105761,4.663439094112067
brand new office space for rent on al maha street – 84 sqm ppc123,400.0,"bosher, muscat",84.0,2.0,2.0,5.993961427306569,4.442651256490317
2bhk apartment for rent in qurum ppa62,310.0,"qurum, muscat",120.0,2.0,2.0,5.739792912179234,4.795790545596741
للايجار شقه للعوائل في الموالح الجنوبية,180.0,"al mawaleh, muscat",100.0,2.0,2.0,5.198497031265826,4.61512051684126
1bhk in wadi kabir free wifi (b5540),130.0,"al wadi al kabir, muscat",70.0,1.0,1.0,4.875197323201151,4.2626798770413155
rf66 - 2bhk flat for rent in ruwi mbd area,250.0,"ruwi, muscat",90.0,3.0,2.0,5.5254529391317835,4.51085950651685
52 sqm office space in muscat hills – good location,286.0,"muscat hills, muscat",52.0,2.0,2.0,5.659482215759621,3.970291913552122
2-desk modern business centre offices in muscat hills,219.0,"muscat hills, muscat",10.0,2.0,2.0,5.393627546352362,2.3978952727983707
4 br + 1 maid’s room villa for rent – qurum,450.0,"qurum, muscat",459.0,5.0,4.0,6.111467339502679,6.131226489483141
2 br + maid’s room fully furnished apartment in bosher,600.0,"bosher, muscat",159.0,3.0,2.0,6.398594934535208,5.075173815233827
3 br + maid’s room ground floor apartment in msq with amenities,850.0,"madinat as sultan qaboos, muscat",142.0,3.0,3.0,6.7464121285733745,4.962844630259907
"2 br + maid’s room simplex apartment, madinat sultan qaboos",650.0,"madinat as sultan qaboos, muscat",119.0,3.0,2.0,6.478509642208569,4.787491742782046
multiple retail spaces located in duqm for rent - 45 - 100 sqm,700.0,"al duqum, al wusta",100.0,2.0,2.0,6.55250788703459,4.61512051684126
1 br apartment available for rent in madinat al sultan qaboos,500.0,"madinat as sultan qaboos, muscat",77.0,1.0,1.0,6.2166061010848646,4.356708826689592
4 br + 1 maid’s room villa in madinat ilam,850.0,"madinat as sultan qaboos, muscat",300.0,6.0,5.0,6.7464121285733745,5.707110264748875
sr-mo-750 ground floor flat to let in mawaleh south,400.0,"al mawaleh, muscat",150.0,3.0,2.0,5.993961427306569,5.017279836814924
madinat sultan qaboos | dubplex 2 br apartment,700.0,"madinat as sultan qaboos, muscat",120.0,4.0,2.0,6.55250788703459,4.795790545596741
"""sr-sm-590** spacious villa for rent in almawaleh south",650.0,"al mawaleh, muscat",300.0,4.0,4.0,6.478509642208569,5.707110264748875
"""sr-ib-697 shops for rent in al mawaleh south",390.0,"al mawaleh, muscat",40.0,2.0,2.0,5.968707559985366,3.713572066704308
sr-hs-735 good quality flat to let in alhail north,350.0,"al hail, muscat",150.0,3.0,2.0,5.860786223465865,5.017279836814924
sr--ah-919 flat for rent in hail north/شقة للايجار في الحيل الشمالية,220.0,"al hail, muscat",120.0,2.0,2.0,5.3981627015177525,4.795790545596741
"""sr-gf-417 spacious villa for rent in south mawaleh",650.0,"al mawaleh, muscat",280.0,4.0,4.0,6.478509642208569,5.638354669333745
للايجارفيلا ف مرتفعات بوشر - villa for rent 4bhk,400.0,"bosher, muscat",300.0,4.0,4.0,5.993961427306569,5.707110264748875
7 sqm fully furnished office in qurum – all-inclusive,249.0,"qurum, muscat",10.0,2.0,2.0,5.521460917862246,2.3978952727983707
1 br stunning apartment in al mouj with shared pool,340.0,"the wave (almouj), muscat",63.0,2.0,1.0,5.831882477283517,4.1588830833596715
2 br excellent furnished apartment in ghubra,550.0,"al ghubrah, muscat",89.0,3.0,2.0,6.311734809152915,4.499809670330265
3 br compact villa in al khuwair,600.0,"al khuwair, muscat",189.0,2.0,2.0,6.398594934535208,5.247024072160486
2 br excellent apartment in ruwi,280.0,"ruwi, muscat",109.0,3.0,2.0,5.638354669333745,4.700480365792417
1 br elegant apartment in ruwi – with shared gym,225.0,"ruwi, muscat",59.0,2.0,1.0,5.420534999272286,4.0943445622221
3 + 1 fully furnished villa for rent in al khoud with garden & pool,700.0,"al khoud, muscat",259.0,4.0,3.0,6.55250788703459,5.560681631015528
1 br brand new outstanding apartment for rent – juman 2,340.0,"the wave (almouj), muscat",59.0,2.0,1.0,5.831882477283517,4.0943445622221
2 br ground floor brand new flat in juman 2 with garden,340.0,"the wave (almouj), muscat",109.0,2.0,2.0,5.831882477283517,4.700480365792417
2 br fully furnished apartment muscat hills (or 1 shared apartment),550.0,"muscat hills, muscat",80.0,2.0,2.0,6.311734809152915,4.394449154672439
1me68 - comfortable 6bhk villa for rent in azaiba,800.0,"azaiba, muscat",400.0,6.0,6.0,6.68586094706836,5.993961427306569
2me3 - well located 4bhk townhouse for rent in ghubrah,600.0,"al ghubrah, muscat",350.0,5.0,4.0,6.398594934535208,5.860786223465865
3 bedroom duplex apartment for rent,850.0,"madinat as sultan qaboos, muscat",200.0,4.0,3.0,6.7464121285733745,5.303304908059076
1 bedroom apartment for rent in madinat qaboos,650.0,"madinat as sultan qaboos, muscat",85.0,3.0,1.0,6.478509642208569,4.454347296253507
3 bedroom villa in qurum for rent,650.0,"qurum, muscat",350.0,4.0,3.0,6.478509642208569,5.860786223465865
2 bedroom duplex for rent in madinat qaboos,700.0,"madinat as sultan qaboos, muscat",170.0,4.0,2.0,6.55250788703459,5.14166355650266
3 bedroom apartment for rent in madinat qaboos,800.0,"madinat as sultan qaboos, muscat",195.0,4.0,3.0,6.68586094706836,5.278114659230517
for rent: 2 bedroom luxury apartment with marina views,800.0,"the wave (almouj), muscat",167.0,2.0,2.0,6.68586094706836,5.123963979403259
2 br great apartment in mbd,210.0,"ruwi, muscat",109.0,2.0,2.0,5.351858133476067,4.700480365792417
3 br great apartment in al khuwair,300.0,"al khuwair, muscat",163.0,3.0,3.0,5.707110264748875,5.099866427824199
"8,000 sqm land in jifnain – prime location with easy access",340.0,"al rusayl, muscat",8000.0,2.0,2.0,5.831882477283517,8.987321812850125
2 br commercial/residential apartment in 18th nov street,375.0,"al ghubrah, muscat",109.0,2.0,2.0,5.929589143389895,4.700480365792417
300 sq m office space in ghubrah north,750.0,"al ghubrah, muscat",300.0,2.0,2.0,6.621405651764134,5.707110264748875
170 sq m office space in ruwi – cbd,500.0,"ruwi, muscat",170.0,2.0,2.0,6.2166061010848646,5.14166355650266
wadi kabir - brand new flats near indian school,265.0,"al wadi al kabir, muscat",120.0,2.0,1.0,5.583496308781699,4.795790545596741
for rent: 2 bedroom apartment | 2 bathrooms | 1 reception | parking,750.0,"the wave (almouj), muscat",115.0,2.0,2.0,6.621405651764134,4.7535901911063645
109 sqm office space available in muscat hills for rent!,763.0,"muscat hills, muscat",109.0,2.0,2.0,6.638567789166521,4.700480365792417
madinat al ilam | amazing 4 br compound villa for rent,799.0,"madinat as sultan qaboos, muscat",325.0,4.0,4.0,6.684611727667927,5.786897381366708
bosher al muna | brand new 3 bhk modern townhouses for rent,750.0,"bosher, muscat",230.0,4.0,3.0,6.621405651764134,5.442417710521793
amazing 1bhk penthouse fully furnished – with panoramic view ppa152,325.0,"bosher, muscat",90.0,2.0,1.0,5.786897381366708,4.51085950651685
71 sqm office space in muscat hills,600.0,"muscat hills, muscat",71.0,2.0,2.0,6.398594934535208,4.276666119016055
47 sqm retail shops in rusayl – prime location at a petrol station,500.0,"al rusayl, muscat",47.0,2.0,2.0,6.2166061010848646,3.871201010907891
1 br stylish apartment with partial sea view – al mouj,600.0,"the wave (almouj), muscat",63.0,2.0,1.0,6.398594934535208,4.1588830833596715
2 br furnished apartment in bausher – with pool/gym,500.0,"bosher, muscat",109.0,2.0,2.0,6.2166061010848646,4.700480365792417
1 br fully furnished apartment at ghubra - mgm,500.0,"al ghubrah, muscat",59.0,2.0,1.0,6.2166061010848646,4.0943445622221
2 + 1 br lovely flat in bousher for rent,495.0,"bosher, muscat",150.0,2.0,2.0,6.206575926724928,5.017279836814924
2 br fully furnished flat in ruwi,300.0,"ruwi, muscat",120.0,2.0,2.0,5.707110264748875,4.795790545596741
2bhk in mabila near nesto free wifi(b586),180.0,"al maabilah, muscat",95.0,2.0,2.0,5.198497031265826,4.564348191467836
2bhk wadi kabir free wifi (655),190.0,"al wadi al kabir, muscat",90.0,2.0,2.0,5.25227342804663,4.51085950651685
2bhk wadi kabir behind bank muscat free wifi,180.0,"al wadi al kabir, muscat",94.0,2.0,2.0,5.198497031265826,4.553876891600541
1bhk in wadi kabir free wifi (b2710),145.0,"al wadi al kabir, muscat",75.0,2.0,1.0,4.983606621708336,4.330733340286331
1bhk in darasit behind ism free wifi (b2327),135.0,"darsait, muscat",65.0,1.0,1.0,4.912654885736052,4.189654742026425
1bhk in alkuweair 33 (b4091),140.0,"al khuwair, muscat",75.0,1.0,1.0,4.948759890378168,4.330733340286331
25 sqm shop in almarat (b7883),60.0,"al amarat, muscat",25.0,2.0,2.0,4.110873864173311,3.258096538021482
1bhk in darasit free wifi (b3222),130.0,"darsait, muscat",70.0,1.0,1.0,4.875197323201151,4.2626798770413155
1bhk in al hamriya (b2498),100.0,"al hamriyah, muscat",80.0,1.0,1.0,4.61512051684126,4.394449154672439
muscat hills | fully furnished 3bhk in pearl,600.0,"muscat hills, muscat",168.0,3.0,3.0,6.398594934535208,5.1298987149230735
al qurum | beautiful 4+1 br compound villa,799.0,"qurum, muscat",435.0,5.0,5.0,6.684611727667927,6.077642243349034
1bhk wadi kabir near indian school free wifi (b1704),140.0,"al wadi al kabir, muscat",70.0,1.0,1.0,4.948759890378168,4.2626798770413155
al qurum | 1400 sqm open commercial space,340.0,"qurum, muscat",1400.0,2.0,2.0,5.831882477283517,7.244941546337007
qurm | modern 2bhk apartment in park view,425.0,"qurum, muscat",135.0,2.0,2.0,6.054439346269371,4.912654885736052
فيلا راقية للإيجار في مدينة السلطان قابوس  elegant villa for rent,630.0,"madinat as sultan qaboos, muscat",350.0,6.0,6.0,6.447305862541213,5.860786223465865
2 br + maid's room nice apartment – muscat bay with amenities,700.0,"qantab, muscat",109.0,3.0,2.0,6.55250788703459,4.700480365792417
170 sq m office space in ghubrah,350.0,"al ghubrah, muscat",170.0,2.0,2.0,5.860786223465865,5.14166355650266
spacious villa for rent in al khoud| ref 92bc,425.0,"al khoud, muscat",300.0,5.0,5.0,6.054439346269371,5.707110264748875
2 br furnished apartment in muscat hills with shared pool and gym,500.0,"muscat hills, muscat",109.0,2.0,2.0,6.2166061010848646,4.700480365792417
1 br cozy ground floor furnished apartment with pool and gym – al mouj,550.0,"the wave (almouj), muscat",59.0,1.0,1.0,6.311734809152915,4.0943445622221
3 br + maid’s room villa in bowsher,700.0,"bosher, muscat",159.0,4.0,3.0,6.55250788703459,5.075173815233827
2 br fully furnished apartment in bosher including amenities,550.0,"bosher, muscat",109.0,3.0,2.0,6.311734809152915,4.700480365792417
1 br wonderful apartment in al mouj – marsa 1,450.0,"the wave (almouj), muscat",63.0,2.0,1.0,6.111467339502679,4.1588830833596715
1 br + maid’s room excellent furnished apartment in bousher,500.0,"bosher, muscat",65.0,2.0,1.0,6.2166061010848646,4.189654742026425
2 br nice apartment in ruwi for rent,230.0,"ruwi, muscat",80.0,2.0,2.0,5.442417710521793,4.394449154672439
4 desk office space in business center in qurum,650.0,"qurum, muscat",15.0,2.0,2.0,6.478509642208569,2.772588722239781
furnished apartment for rent in al khuwair 33 | ref 91mc,300.0,"al khuwair, muscat",90.0,3.0,2.0,5.707110264748875,4.51085950651685
"flexible office memberships in sohar, sohar city centre",89.0,"sohar, al batinah",10.0,2.0,2.0,4.499809670330265,2.3978952727983707
"office spaces for rent - qurum heights, archway building ppc102 a",560.0,"qurum, muscat",80.0,2.0,2.0,6.329720905522696,4.394449154672439
"office spaces for rent - qurum heights, archway building ppc102 b",672.0,"qurum, muscat",96.0,2.0,2.0,6.511745329644728,4.574710978503383
"brand new office for rent in muscat pavilion, muscat hills – ppc138",300.0,"muscat hills, muscat",51.63,2.0,2.0,5.707110264748875,3.9632862993656874
"office spaces for rent - qurum heights, archway building ppc102 c",490.0,"qurum, muscat",70.0,2.0,2.0,6.19644412779452,4.2626798770413155
1 br furnished apartment in bosher with building amenities,350.0,"bosher, muscat",59.0,2.0,1.0,5.860786223465865,4.0943445622221
3 br + maid's room spacious townhouse – mawaleh (near mazoon square),700.0,"al mawaleh, muscat",359.0,5.0,3.0,6.55250788703459,5.886104031450156
للايجار مكتب مميزفرصة مثالية لمكتب إداري أو نشاط تجارقرب عُمان مول.,550.0,"bosher, muscat",105.0,2.0,2.0,6.311734809152915,4.663439094112067
ada902** 1bhk flat for rent in qurum - saih al maleh,275.0,"qurum, muscat",75.0,1.0,1.0,5.62040086571715,4.330733340286331
6me68 - peaceful 3+1 bhk standalone villa for rent in qurum,700.0,"qurum, muscat",400.0,3.0,3.0,6.55250788703459,5.993961427306569
small flat for rent,130.0,"al khoud, muscat",64.0,1.0,2.0,4.875197323201151,4.174387269895637
ground floor apartment from villa in hail north,325.0,"al hail, muscat",200.0,3.0,4.0,5.786897381366708,5.303304908059076
94 sqm shop for rent in ghubrah – good location,800.0,"al ghubrah, muscat",94.0,2.0,2.0,6.68586094706836,4.553876891600541
"stunning 1-bedroom apartment for rent in liwan, muscat",625.0,"the wave (almouj), muscat",114.0,2.0,1.0,6.439350371100098,4.74493212836325
شقة راقية للايجار القرم - luxury apartment for rent in al qurum,380.0,"qurum, muscat",96.0,2.0,2.0,5.942799375126701,4.574710978503383
spacious  flat @ mgm شقة واسعة في مسقط جراند مول,475.0,"al khuwair, muscat",145.0,3.0,2.0,6.16541785423142,4.983606621708336
flat @ shaden al hail compound  north hail+ free gas + free car park,250.0,"al hail, muscat",80.0,2.0,1.0,5.5254529391317835,4.394449154672439
3 bedroom townhouse for rent in mq,600.0,"madinat as sultan qaboos, muscat",224.0,4.0,3.0,6.398594934535208,5.41610040220442
for rent: fully furnished 1 bedroom apartment,600.0,"the wave (almouj), muscat",90.0,1.0,1.0,6.398594934535208,4.51085950651685
استوديو غرفه وحمام ومطبخ مفروشه,180.0,"azaiba, muscat",133.0,1.0,1.0,5.198497031265826,4.897839799950911
فيلا فاخرة داخل مجمع سكني للإيجار|luxury villa in a gated compound,550.0,"al seeb, muscat",350.0,4.0,4.0,6.311734809152915,5.860786223465865
1 bhk  flat for rent in nizwaشقة للإيجار في نزوى,70.0,"nizwa, al dakhiliya",45.0,2.0,1.0,4.2626798770413155,3.828641396489095
استديو مؤثث بالكامل للايجار في العذيبه قريب اسواق التنين,180.0,"azaiba, muscat",1000.0,1.0,1.0,5.198497031265826,6.90875477931522
werhouse for rent in nizwa مستودع  كبير للايجار في نزوى,700.0,"nizwa, al dakhiliya",318.0,2.0,2.0,6.55250788703459,5.765191102784844
3 bhk for rent in azaiba,400.0,"azaiba, muscat",150.0,2.0,2.0,5.993961427306569,5.017279836814924
2 bhk for rent in ghala,230.0,"ghala, muscat",110.0,2.0,2.0,5.442417710521793,4.709530201312334
brand new 1bhk flat for rent in ghala ppa200 f,325.0,"ghala, muscat",75.0,1.0,1.0,5.786897381366708,4.330733340286331
brand new 1bhk flat for rent in ghala ppa200,225.0,"ghala, muscat",75.0,1.0,1.0,5.420534999272286,4.330733340286331
modern  | 1 bd | furnished,450.0,"qurum, muscat",92.0,2.0,1.0,6.111467339502679,4.532599493153256
modern community villa | brand new | move in no,850.0,"madinat as sultan qaboos, muscat",300.0,5.0,4.0,6.7464121285733745,5.707110264748875
qurum  | 2 bd  | semi furnished,400.0,"qurum, muscat",120.0,2.0,2.0,5.993961427306569,4.795790545596741
villa for rent,340.0,"barka, al batinah",360.0,6.0,6.0,5.831882477283517,5.8888779583328805
banner 107 - 5bhk villa for rent near mawaleh medical center,500.0,"al mawaleh, muscat",450.0,6.0,5.0,6.2166061010848646,6.111467339502679
banner 02 - 5bhk modern style villa for rent in ansab,500.0,"ansab, muscat",450.0,6.0,5.0,6.2166061010848646,6.111467339502679
